Course,University,Masters/Bachelors,Language,Course Duration,Course Link
PHYSICAL SCIENCES - LM-17 R,Università degli Studi di PAVIA,Magistrale,MU,2 years,https://scienzefisiche.cdl.unipv.it/it
FORESTRY AND ENVIRONMENTAL SCIENCES - L-25 R,Università degli Studi della TUSCIA,Triennale,MU,3 years,https://www.unitus.it/corsi/corsi-di-laurea-triennale/scienze-forestali-ambientali/
AGRICULTURAL SCIENCE - LM-69 R,Università degli Studi di TORINO,Magistrale,MU,2 years,http://www.sa.unito.it/do/home.pl
AGRICULTURAL AND ENVIRONMENTAL SCIENCES - L-25 R,Università degli Studi della TUSCIA,Triennale,MU,3 years,https://www.unitus.it/corsi/corsi-di-laurea-triennale/scienze-agrarie-ambientali/
AGRICULTURAL AND ENVIRONMENTAL SCIENCE - LM-69 R,Università degli Studi della TUSCIA,Magistrale,MU,2 years,http://www.unitus.it/it/dipartimento/dafne/scienze-agrarie-e-ambientali1/articolo/presentazione11
FOOD AND ENOGASTRONOMY SCIENCES - L-26 R,Libera Università di BOLZANO,Triennale,MU,3 years,https://www.unibz.it/en/faculties/agricultural-environmental-food-sciences/bachelor-food-enogastronomy-sciences/
ARCHAEOLOGICAL SCIENCES - LM-2 R,Università degli Studi di PADOVA,Magistrale,MU,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze-umane-sociali-e-del-patrimonio-culturale?tipo=LM&scuola=SU&ordinamento=2025&key=SU3030&cg=beni-culturali
ACTUARIAL AND FINANCIAL SCIENCES - LM-83 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33638
BUSINESS SCIENCES - L-18 R,"Università degli Studi di ROMA ""La Sapienza""",Triennale,MU,3 years,https://corsidilaurea.uniroma1.it/it/course/33437
"MEDICAL, VETERINARY AND FORENSIC BIOTECHNOLOGICAL SCIENCES - LM-9 R",Università degli Studi di PERUGIA,Magistrale,EN,2 years,http://www.unipg.it/perm/offerta-formativa/2025/corso/8231
CHEMICAL SCIENCES - LM-54 R,Università degli Studi di SASSARI,Magistrale,MU,2 years,https://www.dcf.uniss.it/it/didattica/corsi-di-studio/scienze-chimiche-0
COGNITIVE SCIENCES AND DECISION - MAKING PROCESSES - LM-55 R,Università degli Studi di MILANO,Magistrale,MU,2 years,https://sco.cdl.unimi.it/it
FOOD SCIENCES FOR INNOVATION AND AUTHENTICITY - LM-70 R,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/agricultural-environmental-food-sciences/master-food-sciences-innovation-authenticity/
TOURISM SCIENCES - L-15 R,"Università degli Studi di ROMA ""Tor Vergata""",Triennale,MU,3 years,https://www-2020.turismo.lettere.uniroma2.it/
SOCIAL EDUCATION - L-19 R,Libera Università di BOLZANO,Triennale,MU,3 years,https://www.unibz.it/it/faculties/education/bachelor-social-education
SOCIAL SCIENCES FOR SUSTAINABILITY AND INTERNATIONAL COOPERATION - L-37 R,Università per Stranieri di PERUGIA,Triennale,MU,3 years,http://www.unistrapg.it/soci
INTERNATIONAL RELATIONS AND DEVELOPMENT COOPERATION - LM-52 R/ LM-81 R,Università per Stranieri di PERUGIA,Magistrale,MU,2 years,https://www.unistrapg.it/node/350
BIOMEDICAL ENGINEERING - L-8 R,"Università ""Campus Bio-Medico"" di ROMA",Triennale,EN,3 years,https://www.unicampus.it/corsi/offerta-formativa/corsi-di-laurea/facolta-dipartimentale-di-ingegneria/cdl-in-biomedical-engineering-l-8/
BIOMEDICAL ENGINEERING - LM-21 R,"Università ""Campus Bio-Medico"" di ROMA",Magistrale,MU,2 years,https://www.unicampus.it/it/offerta-formativa/ingegneria-biomedica
MEDICINE AND SURGERY-MEDTECH - LM-41 R,"Università ""Campus Bio-Medico"" di ROMA",unico,EN,6 years,https://www.unicampus.it/it/offerta-formativa/cdlm-medicine-and-surgery-medtech
MEDICINE AND SURGERY - LM-41 R,"Università ""Campus Bio-Medico"" di ROMA",unico,EN,6 years,https://www.unicampus.it/it/offerta-formativa/cdlm-medicine-and-surgery
BUSINESS AND INSTITUTIONAL ECONOMICS AND MANAGEMENT - L-18 R,LINK CAMPUS University,Triennale,MU,3 years,https://www.unilink.it/didattica/corsi-di-laurea/economia-e-management-dimpresa-e-delle-istituzioni-l-18-aa-25-26
"COMMUNICATION SCIENCES, MEDIA AND DIGITAL TECHNOLOGIES - L-20 R",LINK CAMPUS University,Triennale,MU,3 years,https://www.unilink.it/didattica/corsi-di-laurea
"POLITICAL SCIENCE, DIPLOMACY AND GOVERNMENT OF ADMINISTRATIONS - L-36 R",LINK CAMPUS University,Triennale,MU,3 years,https://www.unilink.it/didattica/corsi-di-laurea/scienze-politiche-diplomatiche-e-governo-delle-amministrazioni-l-36-aa-25-26
"ECONOMICS, LABOUR AND SOCIAL-HEALTH SYSTEMS - LM-56 R",LINK CAMPUS University,Magistrale,MU,2 years,https://www.unilink.it/cds/scienze-economiche-del-lavoro-e-dei-sistemi-socio-sanitari-lm-56-aa-25-26
INTERNATIONAL RELATIONS - LM-52 R,Università degli Studi di CATANIA,Magistrale,MU,2 years,http://www.dsps.unict.it/corsi/lm-52
BIOLOGICAL SCIENCES - LM-6 R,Università degli Studi di CAMERINO,Magistrale,MU,2 years,http://biologicalsciences.unicam.it/
BIOSCIENCES AND BIOTECHNOLOGY - L-2 R/ L-13 R,Università degli Studi di CAMERINO,Triennale,EN,3 years,https://didattica.unicam.it/Guide/PaginaCorso.do?corso_id=10014
CHEMISTRY - LM-54 R,Università degli Studi di CAMERINO,Magistrale,EN,2 years,https://didattica.unicam.it/Guide/PaginaCorso.do?corso_id=10030
PHYSICS - LM-17 R,Università degli Studi di CAMERINO,Magistrale,EN,2 years,https://didattica.unicam.it/Guide/PaginaCorso.do?corso_id=10027
GEOENVIRONMENTAL RESOURCES AND RISKS - LM-74 R,Università degli Studi di CAMERINO,Magistrale,EN,2 years,https://didattica.unicam.it/Guide/PaginaCorso.do?corso_id=10019
COMPUTER SCIENCE - LM-18,Università degli Studi di CAMERINO,Magistrale,EN,2 years,https://didattica.unicam.it/Guide/PaginaCorso.do?corso_id=10025
MATHEMATICS AND APPLICATIONS - LM-40 R,Università degli Studi di CAMERINO,Magistrale,EN,2 years,https://didattica.unicam.it/Guide/PaginaCorso.do?corso_id=10332
FOOD SCIENCE AND INNOVATION - LM/GASTR R,Università degli Studi di CAMERINO,Magistrale,MU,2 years,https://www.universitaly.it/#
GASTRONOMIC SCIENCES - L/GASTR R,Università degli Studi di CAMERINO,Triennale,MU,3 years,https://farmaco.unicam.it/
BIOLOGY - LM-6 R,Università degli Studi di SIENA,Magistrale,MU,2 years,https://biologia.unisi.it/
BIOENGINEERING - LM-21 R,Università degli Studi di PADOVA,Magistrale,MU,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?ordinamento=2025&key=IN2924&tipo=LM&scuola=IN
BIOINFORMATICS FOR COMPUTATIONAL GENOMICS - LM-8 R,Università degli Studi di MILANO,Magistrale,EN,2 years,https://bcg.cdl.unimi.it/en
BIOINFORMATICS - LM-6 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,http://corsi.unibo.it/2Cycle/Bioinformatics
BIOINFORMATICS - L-2 R,"Università degli Studi di ROMA ""La Sapienza""",Triennale,EN,3 years,https://corsidilaurea.uniroma1.it/it/course/33455
BIOENGINEERING FOR PERSONALIZED MEDICINE - LM-21 R,Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/it/bioengineering-personalized-medicine
BIOENGINEERING - LM-21 R,Università degli Studi di GENOVA,Magistrale,EN,2 years,https://corsi.unige.it/en/corsi/11933
"BIODIVERSITY, CONSERVATION AND ENVIRONMENTAL QUALITY - LM-6 R",Università degli Studi di SIENA,Magistrale,EN,2 years,https://bceq.unisi.it/en
BIOCHEMISTRY - LM-9 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,EN,2 years,https://corsidilaurea.uniroma1.it/it/course/33459
BANKING AND FINANCE - LM-77 R,Università Cattolica del Sacro Cuore,Magistrale,EN,2 years,https://www.unicatt.it/corsi/banking-and-finance-milano
MEDICINE AND SURGERY - LM-41 R,UNISR - Università Vita Salute San Raffaele,unico,EN,6 years,https://www.unisr.it/offerta-formativa/medicina-chirurgia/international-medical-doctor-program
COGNITIVE PSYCHOLOGY IN HEALTH COMMUNICATION - LM-51 R,UNISR - Università Vita Salute San Raffaele,Magistrale,EN,2 years,https://www.unisr.it/offerta-formativa/psicologia/corso-di-laurea-magistrale-cognitive-psychology-in-health-communication
HEALTH AND PHYSICAL ACTIVITY - LM-67 R,"Università degli Studi di ROMA ""Foro Italico""",Magistrale,EN,2 years,https://www.uniroma4.it/index.php/corsi/laurea-magistrale-in-attivita-fisica-e-salute-classe-lm67int/
WOOD TECHNOLOGY - L-P03,Libera Università di BOLZANO,Triennale,MU,3 years,https://www.unibz.it/en/faculties/engineering/bachelor-wood-technology/
SOFTWARE ENGINEERING - LM-18,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/engineering/master-software-engineering/
COMPUTING FOR DATA SCIENCE - LM-18,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/engineering/master-computing-data-science/
SMART TECHNOLOGIES FOR SPORTS AND HEALTH - LM-32,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/engineering/master-smart-technologies-sports-health/
INDUSTRIAL MECHANICAL ENGINEERING - LM-33,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/engineering/master-industrial-mechanical-engineering/
PRIMARY TEACHER EDUCATION - LM-85 BIS°,Libera Università di BOLZANO,unico,MU,5 years,https://www.unibz.it/it/faculties/education/master-primary-education
DATA ANALYTICS FOR ECONOMICS AND MANAGEMENT - LM-DATA,Libera Università di BOLZANO,Magistrale,EN,2 years,http://www.unibz.it/en/economics-management/master-data-analytics-economics-management
POLITICAL SCIENCES AND INTERNATIONAL RELATIONS - L-36 R,Università degli Studi di MESSINA,Triennale,MU,3 years,https://scienze-politiche-e-delle-relazioni-internazionali.cdl.unime.it/it
POLITICAL SCIENCES AND INTERNATIONAL RELATIONS - L-36 R,Università Cattolica del Sacro Cuore,Triennale,MU,3 years,https://www.unicatt.it/corsi/scienze-politiche-e-delle-relazioni-internazionali-milano
POLITICAL SCIENCES AND INTERNATIONAL RELATIONS REPLICA - L-36 R,Università Cattolica del Sacro Cuore,Triennale,MU,3 years,https://www.unicatt.it/corsi/scienze-politiche-e-delle-relazioni-internazionali-milano
"POLITICAL SCIENCE, DIPLOMACY AND GOVERNMENT OF ADMINISTRATIONS - L-36 R",LINK CAMPUS University,Triennale,MU,3 years,https://www.unilink.it/didattica/corsi-di-laurea/scienze-politiche-diplomatiche-e-governo-delle-amministrazioni-l-36-aa-25-26
SOCIAL SCIENCES FOR SUSTAINABILITY AND INTERNATIONAL COOPERATION - L-37 R,Università per Stranieri di PERUGIA,Triennale,MU,3 years,http://www.unistrapg.it/soci
STATISTICAL SCIENCES - LM-82 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33518
HISTORICAL SCIENCES - LM-84 R,Università degli Studi di PADOVA,Magistrale,MU,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze-umane-sociali-e-del-patrimonio-culturale?ordinamento=2025&key=SU3042&tipo=LM&scuola=SU
SECURITY AND HUMAN RIGHTS - LM-90 R,Università degli Studi della TUSCIA,Magistrale,EN,2 years,http://www.unitus.it/it/dipartimento/distu/corso-di-laurea-magistrale-in-security-and-human-rights-lm-90-/articolo/presentazione-corso
SERVICE MANAGEMENT - LM-77 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,https://corsi.unibo.it/2cycle/ServiceManagement/index.html
SOCIAL WORK - L-39 R,Libera Università di BOLZANO,Triennale,MU,3 years,https://www.unibz.it/it/faculties/education/bachelor-social-work
SOFTWARE SYSTEM SECURITY - LM-66 R,Università degli Studi del MOLISE,Magistrale,MU,2 years,https://www3.unimol.it/dipartimenti/bioscienze-e-territorio/corso/sicurezza_sistemi_software_home
"SECURITY, INTELLIGENCE AND STRATEGIC STUDIES - LM-52 R",Università degli Studi di TRENTO,Magistrale,EN,2 years,https://corsi.unitn.it/en/security-intelligence-and-strategic-studies
SMART SUSTAINABLE AGRICULTURE SYSTEMS IN MOUNTAIN AREAS - LM-69 R,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/agricultural-environmental-food-sciences/master-smart-sustainable-agriculture-systems-mountain-areas
SMALL BUSINESS MANAGEMENT IN INTERNATIONAL MARKETS - LM-77 R,Università degli Studi di FERRARA,Magistrale,EN,2 years,https://corsi.unife.it/en/lm-small-business
SMART INDUSTRY ENGINEERING - LM-33,Università degli Studi di SALERNO,Magistrale,EN,2 years,https://corsi.unisa.it/smart-industry-engineering
SMART TECHNOLOGIES FOR SPORTS AND HEALTH - LM-32,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/engineering/master-smart-technologies-sports-health/
SOCIAL SCIENCES AND DIGITAL DATA - LM-88 R,Università degli Studi di PADOVA,Magistrale,EN,2 years,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze-umane-sociali-e-del-patrimonio-culturale?tipo=LM&scuola=SU&ordinamento=2025&key=SU3050&cg=sociologia
SOCIAL SCIENCES FOR GLOBAL CHALLENGES - L-16 R,Università degli Studi di PAVIA,Triennale,EN,3 years,https://socialsciences.cdl.unipv.it/en
SOCIOLOGY - L-40 R,Università Cattolica del Sacro Cuore,Triennale,MU,3 years,https://www.unicatt.it/corsi/sociologia-milano
SOCIOLOGY FOR SUSTAINABILITY AND ANALYSIS OF GLOBAL PROCESSES - LM-88 R,"Università degli Studi di ROMA ""La Sapienza""",Magistrale,MU,2 years,https://corsidilaurea.uniroma1.it/it/course/33632
ENTREPRENEURSHIP AND INNOVATION - LM-77 R,Libera Università di BOLZANO,Magistrale,EN,2 years,https://www.unibz.it/en/faculties/economics-management/master-entrepreneurship-innovation/
ACCOUNTING AND FINANCE - LM-77 R,Libera Università di BOLZANO,Magistrale,MU,2 years,https://www.unibz.it/en/faculties/economics-management/master-accounting-finance/
SOCIAL WORK AND SOCIAL POLICY - LM-87 R,Libera Università di BOLZANO,Magistrale,MU,2 years,https://www.unibz.it/it/faculties/education/master-social-work-social-policy/
ELECTRONICS ENGINEERING FOR AUTOMATION AND SENSING - LM-29,Università degli Studi del SANNIO di BENEVENTO,Magistrale,EN,2 years,https://unisannio.it/it/dipartimenti/ding/didattica/corsi-di-laurea-magistrale/electronics-engineering-automation-sensing-389
MATERIALS SCIENCE AND NANOTECHNOLOGY - LM SC. MAT.,Università degli Studi di MILANO-BICOCCA,Magistrale,EN,2 years,https://elearning.unimib.it/course/index.php?categoryid=9489
DATA SCIENCE - LM-DATA,Università degli Studi di MILANO-BICOCCA,Magistrale,EN,2 years,https://elearning.unimib.it/course/index.php?categoryid=9172&lang=en
PHYSICAL SCIENCES FOR INNOVATIVE TECHNOLOGIES - L-30 R,Università degli Studi di MILANO-BICOCCA,Triennale,EN,3 years,https://elearning.unimib.it/E3004Q
ECONOMICS AND SCIENCE FOR ENVIRONMENTAL SUSTAINABILITY - L-33 R,Università degli Studi di MILANO-BICOCCA,Triennale,EN,3 years,https://www.unimib.it/didattica/offerta-formativa/corsi-laurea-iscrizioni/area-economico-statistica-laurea-triennale
BIOLOGY - LM-6 R,Università degli Studi di MILANO-BICOCCA,Magistrale,MU,2 years,https://elearning.unimib.it/course/index.php?categoryid=2603
BIOTECHNOLOGY IN MEDICINE - LM-9 R,Università degli Studi di MILANO-BICOCCA,Magistrale,MU,2 years,https://www.medicina.unimib.it/it
GLOBAL CULTURES - LM-84 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,https://corsi.unibo.it/2cycle/GlobalCultures/
GREENING ENERGY MARKET AND FINANCE - LM-16 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,https://corsi.unibo.it/2cycle/GreeningEnergyMarketFinance
HEALTH ECONOMICS AND MANAGEMENT - LM-56 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,http://corsi.unibo.it/2cycle/EUHealthEconomicsMananagement
INTERNATIONAL RELATIONS - LM-52 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,https://corsi.unibo.it/2cycle/InternationalRelations
INTERPRETING - LM-94 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,MU,2 years,http://corsi.unibo.it/Magistrale/Interpretazione
CHEMICAL AND PROCESS ENGINEERING - LM-22 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,MU,2 years,http://corsi.unibo.it/Magistrale/IngegneriaChimicaProcesso
ELECTRICAL ENERGY ENGINEERING - LM-28,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,MU,2 years,http://corsi.unibo.it/elettricamagistrale
BUILDING ENGINEERING-ARCHITECTURE - LM-4 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,MU,2 years,https://corsi.unibo.it/magistrale/IngegneriaEdileArchitettura
ELECTRONIC ENGINEERING - LM-29,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,MU,2 years,http://corsi.unibo.it/elettronicaLM
ENVIRONMENTAL ENGINEERING - LM-35 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,MU,2 years,http://corsi.unibo.it/ingegneriambienterritorioLM
ECONOMICS AND TECHNOLOGIES FOR SUSTAINABILITY - LM-76 R,Università degli Studi di MILANO-BICOCCA,Magistrale,EN,2 years,https://elearning.unimib.it/F7603Q
MARKETING AND GLOBAL MARKETS - LM-77 R,Università degli Studi di MILANO-BICOCCA,Magistrale,MU,2 years,https://www.unimib.it/magistrale/marketing-mercati-globali
ARTIFICIAL INTELLIGENCE FOR SCIENCE AND TECHNOLOGY - LM-91 R,Università degli Studi di MILANO-BICOCCA,Magistrale,EN,2 years,https://elearning.unimib.it/course/index.php?categoryid=9164
COMPUTER SCIENCE - LM-18,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,https://www.uninsubria.it/magistrale-informatica
BIOMEDICAL SCIENCES - LM-6 R,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,http://www.uninsubria.it/magistrale-bms
BIOTECHNOLOGY FOR THE BIO-BASED AND HEALTH INDUSTRY - LM-8 R,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,http://www.uninsubria.it/magistrale-bbhi
PHYSICS - LM-17 R,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,http://www.uninsubria.it/magistrale-fisica
MATHEMATICS - LM-40 R,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,http://www.uninsubria.it/magistrale-matematica
HOSPITALITY FOR SUSTAINABLE TOURISM DEVELOPMENT - LM-49 R,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,https://www.uninsubria.it/magistrale-hospitality
GLOBAL ENTREPRENEURSHIP ECONOMICS AND MANAGEMENT (GEEM) - LM-77 R,Università degli Studi INSUBRIA Varese-Como,Magistrale,EN,2 years,http://www.uninsubria.it/magistrale-geem
MANAGEMENT AND ECONOMICS - L-18 R,Alma Mater Studiorum - Università di BOLOGNA,Triennale,EN,3 years,https://corsi.unibo.it/1cycle/Management
MATHEMATICS - LM-40 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,MU,2 years,http://corsi.unibo.it/magistrale-matematica
MECHANICAL ENGINEERING FOR SUSTAINABILITY - LM-33,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,http://corsi.unibo.it/Magistrale/IngegneriaMeccanicaForli
MEDICAL BIOTECHNOLOGY - LM-9 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,https://corsi.unibo.it/2cycle/MedicalBiotechnology
MEDICINE AND SURGERY - LM-41 R,Alma Mater Studiorum - Università di BOLOGNA,unico,EN,6 years,http://corsi.unibo.it/SingleCycle/MedicineAndSurgery
MOLECULAR AND CELL BIOLOGY - LM-6 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,https://corsi.unibo.it/2cycle/MolecularCellBiology
OFFSHORE ENGINEERING FOR ENERGY TRANSITION - LM-22 R/ LM-35 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,http://corsi.unibo.it/2Cycle/OffshoreEngineering
POLITICS ADMINISTRATION AND ORGANIZATION - LM-63 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,MU,2 years,http://corsi.unibo.it/Magistrale/PoliticaAmministrazioneOrganizzazione
PHARMACEUTICAL BIOTECHNOLOGY - LM-9 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,https://corsi.unibo.it/2cycle/PharmaceuticalBiotechnology
PHARMACY - LM-13 R,Alma Mater Studiorum - Università di BOLOGNA,unico,EN,5 years,https://corsi.unibo.it/singlecycle/Pharmacy-Rimini
ARCHITECTURE AND CREATIVE PRACTICES FOR THE CITY AND LANDSCAPE - LM-4 R,Alma Mater Studiorum - Università di BOLOGNA,Magistrale,EN,2 years,https://corsi.unibo.it/2cycle/ArchitectureCreativePractices
